nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe
Lord Beerus,Beerus,Dragon Ball Verse,https://www.superherodb.com/beerus/10-10947/,75,100,100,100,100,100,7,,"['Acrobatics', 'Agility', 'Animal Attributes', 'Aura', 'Bullet Time', 'Chi Manipulation', 'Cold Resistance', 'Danger Sense', 'Danmaku', 'Durability', 'Durability Negation', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Hearing', 'Enhanced Sight', 'Existence Erasure', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Heat Generation', 'Heat Resistance', 'Immortality', 'Immortality Negation', 'Instinctive Reaction', 'Intelligence', 'Invulnerability', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Non-Physical Interaction', 'Power Absorption', 'Power Nullifier', 'Power Sense', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Shockwaves Generation', 'Spaceflight', 'Spatial Awareness', 'Stamina', 'Super Breath', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Toxin and Disease Resistance', 'Underwater breathing', 'Vaporising Beams', 'Afterimage Creation', 'Attack Negation', 'Attack Reflection', 'Audio Alteration', 'Audio Control', 'Banish', 'Berserk Mode', 'Clairvoyance', 'Dimensional Awareness', 'Electricity Absorption', 'Empathy', 'Existence Erasure Resistance', 'Indestructible Digestion', 'Indomitable Will', 'Jump', 'Paralysis', 'Power Augmentation', 'Power Mimicry', 'Pressure Points', 'Radar Sense', 'Rage Power', 'Regeneration', 'Sealing', 'Seismic Power', 'Spatial Manipulation', 'Telekinesis', 'Teleportation', 'Void Manipulation', 'Vortex Creation', 'Accelerated Healing', 'Adaptation', 'Cosmic Awareness', 'Darkforce Manipulation', 'Death Touch', 'Dexterity', 'Duplication', 'Energy Resistance', 'Force Fields', 'Intangibility', 'Levitation', 'Light Control', 'Power Suit', 'Reactive Power Level', 'Sonic Scream', 'Statistics Amplification', 'Vision - Night', 'Weather Control', 'Willpower Manipulation', 'Shueisha', 'DB - Dragon Ball Verse', 'Beerus', 'Anime', 'Anti-heroes', 'Death Battle Combatants', 'Dragon Ball Fighterz', 'Dragon Ball Verse Characters', 'Godly(green) Ranked Characters', 'Illusory Omnipotent Entities.', 'Marvel Vs Dc', 'My Marvel Vs Dc Youtube Series', 'Participants Of The Tournament Of Power', 'Strongest Villains Of Goku', 'Top 10 Most Powerful Dragon Ball Characters', 'Hesperus', 'MoNsTeR', 'Denisegc091477gmailcom', 'Tigerking2020', 'JaviChat', 'Ezio', 'yes', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Beerus
Belmod,Belmod,Dragon Ball Verse,https://www.superherodb.com/belmod/10-15070/,70,100,100,100,100,100,7,,"['Accelerated Development', 'Acrobatics', 'Agility', 'Aura', 'Chi Manipulation', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Danmaku', 'Dexterity', 'Divinity', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Enhanced Condition', 'Existence Erasure', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Heat Generation', 'Heat Resistance', 'Immortality', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Light Control', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Power Sense', 'Radar Sense', 'Radiation Immunity', 'Reflexes', 'Seismic Power', 'Shockwaves Generation', 'Stamina', 'Stealth', 'Super Breath', 'Super Speed', 'Super Strength', 'Telekinesis', 'Toxin and Disease Resistance', 'Vaporising Beams', 'Weather Control', 'Wind Control', 'Ability Shift', 'Accelerated Healing', 'Adaptation', 'Afterimage Creation', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Extrasensory Perception', 'Higher Dimensional Manipulation', 'Indomitable Will', 'Levitation', 'Self-Sustenance', 'Soul Manipulation', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Supernatural Condition', 'Telepathy', 'Vision - Night', 'Existence Erasure Resistance', 'Reality Warping', 'Reality Warping Resistance', 'Teleportation', 'Shueisha', 'DB - Dragon Ball Verse', 'Pride Troopers', 'Anime', 'Dragon Ball Verse Characters', 'My Marvel Vs Dc Youtube Series', 'Participants Of The Tournament Of Power', 'Hesperus', 'MoNsTeR', 'Denisegc091477gmailcom', 'Tigerking2020', 'JaviChat', 'Ezio', 'yes', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Belmod
,Bergamo,Dragon Ball Verse,https://www.superherodb.com/bergamo/10-22772/,55,100,60,100,75,100,6,,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Dexterity', 'Durability', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Invulnerability', 'Jump', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Radiation Absorption', 'Radiation Immunity', 'Reflexes', 'Size Changing', 'Stamina', 'Super Speed', 'Super Strength', 'Aura', 'Clairvoyance Resistance', 'Cold Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Danmaku', 'Longevity', 'Marksmanship', 'Power Absorption', 'Power Sense', 'Reactive Power Level', 'Stealth', 'Attack Reflection', 'Transformation', 'Shueisha', 'DB - Dragon Ball Verse', 'Anime', 'Dragon Ball Verse Characters', 'My Marvel Vs Dc Youtube Series', 'Participants Of The Tournament Of Power', 'Purple Ranked Warriors', 'Hesperus', 'MoNsTeR', 'Denisegc091477gmailcom', 'Tigerking2020', 'JaviChat', 'Ezio', 'yes', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Bergamo
,Biarra,Dragon Ball Verse,https://www.superherodb.com/biarra/10-27572/,80,100,85,100,70,100,6,,"['Accelerated Development', 'Acrobatics', 'Agility', 'Cold Resistance', 'Dexterity', 'Durability', 'Endurance', 'Fire Resistance', 'Heat Resistance', 'Indomitable Will', 'Information Analysis', 'Intelligence', 'Invulnerability', 'Jump', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Natural Armor', 'Power Suit', 'Radiation Immunity', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Ability Shift', 'Accelerated Healing', 'Adaptation', 'Shueisha', 'DB - Dragon Ball Verse', 'My Marvel Vs Dc Youtube Series', 'Participants Of The Tournament Of Power', 'Hesperus', 'MoNsTeR', 'Denisegc091477gmailcom', 'Tigerking2020', 'JaviChat', 'Ezio', 'yes', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Biarra
Bido,Bido,Dragon Ball Verse,https://www.superherodb.com/bido/10-39551/,45,100,70,65,50,95,5,,"['Bullet Time', 'Chi Manipulation', 'Dexterity', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Flight', 'Jump', 'Longevity', 'Peak Human Condition', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Cold Resistance', 'Danmaku', 'Endurance', 'Energy Constructs', 'Energy Manipulation', 'Enhanced Condition', 'Explosion Manipulation', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Invulnerability', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Shueisha', 'DB - Dragon Ball Verse', 'My Marvel Vs Dc Youtube Series', 'Hesperus', 'MoNsTeR', 'Denisegc091477gmailcom', 'Tigerking2020', 'JaviChat', 'Ezio', 'yes', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Bido
,Bikal,Dragon Ball Verse,https://www.superherodb.com/bikal/10-28639/,55,75,85,60,30,70,3,,"['Acrobatics', 'Agility', 'Durability', 'Endurance', 'Flight', 'Jump', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Development', 'Accelerated Healing', 'Animal Attributes', 'Invulnerability', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Shueisha', 'DB - Dragon Ball Verse', 'My Marvel Vs Dc Youtube Series', 'Participants Of The Tournament Of Power', 'Hesperus', 'MoNsTeR', 'Denisegc091477gmailcom', 'Tigerking2020', 'JaviChat', 'Ezio', 'yes', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Bikal
Frieza,Black Frieza,Dragon Ball Verse,https://www.superherodb.com/black-frieza/10-51053/,85,100,100,100,100,100,7,,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Attack Negation', 'Attack Reflection', 'Aura', 'Awakened Power', 'Biokinesis', 'Bullet Time', 'Chi Manipulation', 'Cold Resistance', 'Cosmic Awareness', 'Damage Boost', 'Danger Sense', 'Danmaku', 'Darkforce Manipulation', 'Deconstruction', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Divine Powers', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Touch', 'Existence Erasure Resistance', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Godly Physiology', 'Grappling/Climbing', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Ice Manipulation', 'Illusions', 'Instinctive Reaction', 'Intelligence', 'Invulnerability', 'Jump', 'Latent Abilities', 'Levitation', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Molecular Dissipation', 'Natural Armor', 'Natural Weapons', 'Paralysis', 'Power Augmentation', 'Power Mimicry', 'Power Sense', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Self-Sustenance', 'Shockwaves Generation', 'Space Survivability', 'Spaceflight', 'Spatial Awareness', 'Stamina', 'Statistics Amplification', 'Super Breath', 'Super Speed', 'Super Strength', 'Telekinesis', 'Terrakinesis', 'Transformation', 'Vaporising Beams', 'Vibration Manipulation', 'Vision - Telescopic', 'Chaos Energy', 'Death Manipulation', 'Duplication', 'Element Control', 'Existence Erasure', 'Immortality', 'Indomitable Will', 'Information Analysis', 'Interstellar Travel', 'Life Manipulation', 'Light Control', 'Portal Creation', 'Telepathy', 'Wind Control', 'Shueisha', 'DB - Dragon Ball Verse', 'Death Battle Combatants', 'Most Powerful Versions Of Dragon Ball Characters', 'Most Powerful Versions Of My Favorite Dragon Ball Characters', 'My Favorite Fictional Characters', 'Hesperus', 'MoNsTeR', 'Denisegc091477gmailcom', 'Tigerking2020', 'JaviChat', 'Ezio', 'yes', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Black Frieza
,Bojack,Dragon Ball Verse,https://www.superherodb.com/bojack/10-28714/,50,100,75,85,55,100,5,,"['Accelerated Development', 'Acrobatics', 'Afterimage Creation', 'Agility', 'Aura', 'Chi Manipulation', 'Cold Resistance', 'Danmaku', 'Dexterity', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Condition', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Indomitable Will', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Peak Human Condition', 'Radiation Immunity', 'Reflexes', 'Shockwaves Generation', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vaporising Beams', 'Wind Control', 'Accelerated Healing', 'Adaptation', 'Clairvoyance', 'Corruption', 'Explosion Manipulation', 'Light Control', 'Master Tactician', 'Mind Blast', 'Power Sense', 'Radar Sense', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Regeneration', 'Swordsmanship', 'Transformation', 'Weapons Master', 'Weather Control', 'Attack Negation', 'Divinity', 'Godly Physiology', 'Immortality', 'Shueisha', 'DB - Dragon Ball Verse', 'My Marvel Vs Dc Youtube Series', 'Hesperus', 'MoNsTeR', 'Denisegc091477gmailcom', 'Tigerking2020', 'JaviChat', 'Ezio', 'yes', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Bojack
,Borareta,Dragon Ball Verse,https://www.superherodb.com/borareta/10-22506/,80,55,35,55,60,90,4,,"['Accelerated Development', 'Acrobatics', 'Agility', 'Durability', 'Elasticity', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Flight', 'Indomitable Will', 'Information Analysis', 'Intelligence', 'Jump', 'Natural Armor', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Vision - Heat', 'Ability Shift', 'Adaptation', 'Cold Resistance', 'Danmaku', 'Fire Resistance', 'Heat Resistance', 'Invulnerability', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Natural Weapons', 'Radiation Immunity', 'Self-Sustenance', 'Stealth', 'Toxin and Disease Resistance', 'Fusion', 'Shueisha', 'DB - Dragon Ball Verse', 'My Marvel Vs Dc Youtube Series', 'Participants Of The Tournament Of Power', 'Denisegc091477gmailcom', 'yes', 'Hesperus', 'MoNsTeR', 'Tigerking2020', 'JaviChat', 'Ezio', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Borareta
Botamo,Botamo,Dragon Ball Verse,https://www.superherodb.com/botamo/10-20619/,55,100,60,50,30,70,3,,"['Durability', 'Endurance', 'Fire Resistance', 'Jump', 'Peak Human Condition', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Development', 'Acrobatics', 'Agility', 'Attack Reflection', 'Cold Resistance', 'Danmaku', 'Dexterity', 'Elasticity', 'Energy Absorption', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Invulnerability', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Large Size', 'Shapeshifting', 'Shueisha', 'DB - Dragon Ball Verse', 'Anime', 'Dragon Ball Verse Characters', 'My Marvel Vs Dc Youtube Series', 'Participants Of The Tournament Of Power', 'Red Ranked Warriors', 'yes', 'Denisegc091477gmailcom', 'Hesperus', 'MoNsTeR', 'Tigerking2020', 'JaviChat', 'Ezio', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Botamo
Broly,Broly (Z),Dragon Ball Verse,https://www.superherodb.com/broly-z/10-1242/,45,100,100,100,100,95,6,,"['Accelerated Development', 'Agility', 'Aura', 'Berserk Mode', 'Chi Manipulation', 'Damage Boost', 'Damage Reduction', 'Durability', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Flight', 'Indomitable Will', 'Intelligence', 'Interstellar Travel', 'Intimidation', 'Invulnerability', 'Laser Manipulation', 'Master Martial Artist', 'Paralysis', 'Radar Sense', 'Rage Power', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Self-Sustenance', 'Shockwaves Generation', 'Stamina', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Transformation', 'Vaporising Beams', 'Vibration Manipulation', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Banish', 'Cold Resistance', 'Corruption Resistance', 'Danger Sense', 'Dexterity', 'Dimensional Travel', 'Electricity Resistance', 'Emotional Power Up', 'Endurance', 'Extrasensory Perception', 'Fire Resistance', 'Force Fields', 'Heat Resistance', 'Instinctive Reaction', 'Jump', 'Large Size', 'Latent Abilities', 'Levitation', 'Longevity', 'Mind Control Resistance', 'Pain Suppression', 'Photographic Reflexes', 'Power Absorption', 'Power Sense', 'Radiation Immunity', 'Rage Inducement', 'Reality Warping Resistance', 'Regeneration', 'Self-Destruction', 'Space Survivability', 'Spaceflight', 'Telepathy Resistance', 'Time Manipulation Resistance', 'Toxin and Disease Resistance', 'Vortex Creation', 'Weapons Master', 'Super Breath', 'Shueisha', 'DB - Dragon Ball Verse', 'Broly', 'Anime', 'Death Battle Combatants', 'Dragon Ball Fighterz', 'Dragon Ball Verse Characters', 'Gold Ranked Warriors', 'My Favorite Fictional Characters', 'My Marvel Vs Dc Youtube Series', 'Non-canon Dragon Ball Characters', 'Saiyans', 'Denisegc091477gmailcom', 'yes', 'Hesperus', 'MoNsTeR', 'Tigerking2020', 'JaviChat', 'Ezio', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Broly (Z)
Broly,Broly (Ikari),Dragon Ball Verse,https://www.superherodb.com/broly-ikari/10-29406/,40,100,100,100,100,60,7,,"['Accelerated Development', 'Adaptation', 'Agility', 'Aura', 'Berserk Mode', 'Bullet Time', 'Chi Manipulation', 'Cold Resistance', 'Danmaku', 'Dexterity', 'Durability', 'Electricity Resistance', 'Emotional Power Up', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Explosion Manipulation', 'Fire Resistance', 'Flight', 'Grappling/Climbing', 'Heat Generation', 'Heat Resistance', 'Indomitable Will', 'Invulnerability', 'Jump', 'Latent Abilities', 'Natural Armor', 'Radiation Immunity', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Shockwaves Generation', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Surface Scaling', 'Vaporising Beams', 'Wind Control', 'Acrobatics', 'Bloodlust', 'Clairvoyance', 'Energy Absorption', 'Enhanced Hearing', 'Enhanced Sight', 'Extrasensory Perception', 'Light Control', 'Photographic Reflexes', 'Power Augmentation', 'Power Sense', 'Radar Sense', 'Regeneration', 'Weather Control', 'Accelerated Healing', 'Cosmic Awareness', 'Danger Sense', 'Longevity', 'Paralysis', 'Power Mimicry', 'Spatial Awareness', 'Transformation', 'Shueisha', 'DB - Dragon Ball Verse', 'Broly', 'Denisegc091477gmailcom', 'yes', 'Hesperus', 'MoNsTeR', 'Tigerking2020', 'JaviChat', 'Ezio', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Broly (Ikari)
Broly,Broly (Super Saiyan),Dragon Ball Verse,https://www.superherodb.com/broly-super-saiyan/10-29407/,40,100,100,100,100,80,7,,"['Ability Shift', 'Accelerated Development', 'Acrobatics', 'Adaptation', 'Agility', 'Attack Reflection', 'Aura', 'Awakened Power', 'Berserk Mode', 'Bloodlust', 'Bullet Time', 'Chi Manipulation', 'Cold Resistance', 'Damage Boost', 'Danmaku', 'Dexterity', 'Dimensional Travel', 'Durability', 'Electricity Resistance', 'Emotional Power Up', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell', 'Explosion Manipulation', 'Fire Resistance', 'Flight', 'Grappling/Climbing', 'Heat Generation', 'Heat Resistance', 'Indomitable Will', 'Insanity', 'Invulnerability', 'Jump', 'Latent Abilities', 'Levitation', 'Light Control', 'Longevity', 'Magic Resistance', 'Mind Control Resistance', 'Natural Armor', 'Portal Creation', 'Power Augmentation', 'Power Mimicry', 'Power Nullifier', 'Power Sense', 'Radiation Immunity', 'Rage Power', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Seismic Power', 'Shockwaves Generation', 'Sonic Scream', 'Spaceflight', 'Stamina', 'Super Speed', 'Super Strength', 'Surface Scaling', 'Telekinesis', 'Transformation', 'Vaporising Beams', 'Vision - Telescopic', 'Vortex Creation', 'Weather Control', 'Wind Control', 'Accelerated Healing', 'Afterimage Creation', 'Clairvoyance', 'Cosmic Awareness', 'Damage Reduction', 'Danger Sense', 'Dimensional Awareness', 'Durability Negation', 'Energy Absorption', 'Energy Constructs', 'Enhanced Taste', 'Extrasensory Perception', 'Fearless', 'Instinctive Reaction', 'Interstellar Travel', 'Jaw Strength', 'Large Size', 'Master Martial Artist', 'Pain Suppression', 'Photographic Reflexes', 'Pocket Dimensions', 'Possession Resistance', 'Pressure Points', 'Radar Sense', 'Reality Warping Resistance', 'Space Survivability', 'Spatial Awareness', 'Super Breath', 'Swimming', 'Time Manipulation Resistance', 'Underwater breathing', 'Existence Erasure Resistance', 'Multiple Personalities', 'Shueisha', 'DB - Dragon Ball Verse', 'Broly', 'Denisegc091477gmailcom', 'yes', 'Hesperus', 'MoNsTeR', 'Tigerking2020', 'JaviChat', 'Ezio', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Broly (Super Saiyan)
Broly,Broly,Dragon Ball Verse,https://www.superherodb.com/broly/10-15318/,60,100,100,100,100,100,7,,"['Aura', 'Berserk Mode', 'Bullet Time', 'Chi Manipulation', 'Cold Resistance', 'Durability', 'Emotional Power Up', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Instinctive Reaction', 'Interstellar Travel', 'Invulnerability', 'Master Martial Artist', 'Power Augmentation', 'Power Mimicry', 'Pressure Points', 'Rage Power', 'Shockwaves Generation', 'Spatial Awareness', 'Stamina', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Teleportation', 'Transformation', 'Vaporising Beams', 'Acrobatics', 'Agility', 'Cosmic Awareness', 'Danger Sense', 'Dexterity', 'Fire Control', 'Indomitable Will', 'Mind Control', 'Mind Control Resistance', 'Paralysis', 'Rage Inducement', 'Reactive Evolution', 'Reactive Power Level', 'Reflexes', 'Regeneration', 'Self-Destruction', 'Self-Sustenance', 'Spatial Manipulation', 'Super Breath', 'Time Manipulation', 'Accelerated Development', 'Force Fields', 'Time Manipulation Resistance', 'Shueisha', 'DB - Dragon Ball Verse', 'Frieza Force', 'Broly', 'Anime', 'Death Battle Combatants', 'Dragon Ball', 'Dragon Ball Fighterz', 'Dragon Ball Verse Characters', 'My Favorite Aliens', 'My Favorite Dragon Ball Characters', 'My Favorite Fictional Characters', 'Saiyans', 'Strongest Villains Of Goku', 'Top 10 Most Powerful Dragon Ball Characters', 'Hesperus', 'Denisegc091477gmailcom', 'yes', 'MoNsTeR', 'Tigerking2020', 'JaviChat', 'Ezio', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Broly
Bujin,Bujin,Dragon Ball Verse,https://www.superherodb.com/bujin/10-39550/,65,60,70,50,40,80,4,,"['Chi Manipulation', 'Durability', 'Energy Absorption', 'Flight', 'Intelligence', 'Jump', 'Longevity', 'Peak Human Condition', 'Seismic Power', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis', 'Acrobatics', 'Afterimage Creation', 'Agility', 'Bullet Time', 'Cold Resistance', 'Dexterity', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Enhanced Condition', 'Heat Resistance', 'Illusions', 'Invulnerability', 'Light Control', 'Psionic Powers', 'Reflexes', 'Terrakinesis', 'Shueisha', 'DB - Dragon Ball Verse', 'My Marvel Vs Dc Youtube Series', 'Walid27', 'Denisegc091477gmailcom', 'Hesperus', 'yes', 'MoNsTeR', 'Tigerking2020', 'JaviChat', 'Ezio', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Bujin
Burter,Burter,Dragon Ball Verse,https://www.superherodb.com/burter/10-26027/,70,60,70,50,30,100,4,,"['Acrobatics', 'Agility', 'Chi Manipulation', 'Dexterity', 'Durability', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Enhanced Sight', 'Flight', 'Intelligence', 'Jump', 'Master Martial Artist', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Danmaku', 'Energy Manipulation', 'Enhanced Hearing', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Invulnerability', 'Longevity', 'Marksmanship', 'Master Tactician', 'Stealth', 'Weapons Master', 'Wind Control', 'Shueisha', 'DB - Dragon Ball Verse', 'Frieza Force', 'My Marvel Vs Dc Youtube Series', 'Namek/frieza Saga', 'Hesperus', 'Walid27', 'Denisegc091477gmailcom', 'yes', 'MoNsTeR', 'Tigerking2020', 'JaviChat', 'Ezio', 'Chronicler', 'RatnikNaSjeveru2005', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Burter
